,cadastral_,shape
792,71:28:010605:524,"MULTIPOLYGON (((4292262.41760733 7163332.96656967, 4292327.67167878 7163334.09851978, 4292327.92078985 7163310.34331248, 4292262.8539903 7163309.24237629, 4292262.41760733 7163332.96656967)))"
793,71:28:010605:27,"MULTIPOLYGON (((4291914.72770765 7163521.9030614, 4291870.62675519 7163520.92335991, 4291869.5456291 7163559.67126937, 4291912.70636174 7163562.31518735, 4291914.72770765 7163521.9030614)))"
794,71:28:010605:505,"MULTIPOLYGON (((4292188.61127833 7163486.15990473, 4292253.23978597 7163485.21126748, 4292253.79625033 7163458.37335446, 4292254.4067382 7163458.36358796, 4292254.66115006 7163443.4488838, 4292255.45887134 7163436.02331992, 4292204.00980152 7163436.93124338, 4292188.67737659 7163437.0233999, 4292187.71687799 7163459.80424412, 4292188.3104081 7163459.7947539, 4292188.61127833 7163486.15990473)))"
795,71:28:010605:256,"MULTIPOLYGON (((4291817.16068839 7163455.68938776, 4291850.27213214 7163454.68539308, 4291850.93033494 7163456.61310984, 4291854.35342551 7163456.40550562, 4291854.55256539 7163455.05918241, 4291870.58031306 7163454.95658745, 4291887.05436566 7163455.18687805, 4291887.57875852 7163456.16462167, 4291894.97461028 7163456.18265999, 4291893.0984006 7163416.00327149, 4291866.56603351 7163417.92262596, 4291865.67090138 7163407.4808102, 4291852.91643517 7163408.61931055, 4291853.20834468 7163412.04901306, 4291853.81101101 7163419.02713443, 4291832.50567799 7163420.04693175, 4291818.81769045 7163421.14925727, 4291818.64329061 7163421.91711834, 4291819.00976067 7163425.77068412, 4291816.3166833 7163426.01763969, 4291816.68237758 7163430.89132867, 4291816.70216995 7163435.34548948, 4291816.49105817 7163441.28249348, 4291810.55815797 7163440.45897568, 4291801.26386776 7163441.59324109, 4291802.18342839 7163452.51077108, 4291802.26666504 7163454.54966764, 4291816.67723298 7163455.15303543, 4291817.16068839 7163455.68938776)))"
796,71:28:010605:29,"MULTIPOLYGON (((4291790.36489106 7163559.69257793, 4291829.29217253 7163560.65321364, 4291832.76252472 7163516.39256726, 4291827.82959325 7163516.5902321, 4291821.16531237 7163516.71348474, 4291792.6583688 7163516.07978809, 4291790.36489106 7163559.69257793)))"
797,71:28:010605:255,"MULTIPOLYGON (((4291713.99503133 7163453.49098847, 4291751.33689592 7163455.0553107, 4291785.13583634 7163454.61869908, 4291802.26666504 7163454.54966764, 4291802.18342839 7163452.51077108, 4291801.26386776 7163441.59324109, 4291801.24232512 7163441.30455328, 4291785.87653389 7163442.50157595, 4291784.45499965 7163422.39408229, 4291716.68380873 7163425.15711323, 4291714.03786975 7163427.3074847, 4291713.99503133 7163453.49098847)))"
798,71:28:010605:90,"MULTIPOLYGON (((4291970.83668222 7163235.60006237, 4292038.8425942 7163234.90531678, 4292039.33370911 7163206.04615469, 4291970.1902198 7163205.58596928, 4291970.83668222 7163235.60006237)))"
799,71:28:010605:123,"MULTIPOLYGON (((4292336.15755139 7163358.88708674, 4292404.22958642 7163358.01810429, 4292403.8268715 7163334.88531965, 4292337.144923 7163334.62693971, 4292336.15755139 7163358.88708674)))"
800,71:28:010605:254,"MULTIPOLYGON (((4291716.68380873 7163425.15711323, 4291792.94769339 7163422.05469866, 4291788.78681136 7163393.93209401, 4291778.08533758 7163395.10575596, 4291771.84699248 7163395.3411896, 4291759.36250932 7163396.3902253, 4291748.98158496 7163396.38562001, 4291738.17538911 7163397.37387743, 4291722.51977132 7163398.4733774, 4291716.269833 7163397.97787681, 4291716.68380873 7163425.15711323)), ((4291833.11562419 7163420.00320303, 4291847.20065438 7163419.33656799, 4291847.05146335 7163417.41774506, 4291846.60547108 7163410.69215286, 4291845.75622869 7163403.13991052, 4291839.38842113 7163403.76850268, 4291831.69951458 7163404.52016412, 4291832.35573257 7163411.66744426, 4291832.97075261 7163418.35633941, 4291833.11562419 7163420.00320303)))"
801,71:28:010604:150,"MULTIPOLYGON (((4291521.78049941 7163544.70561364, 4291531.92985723 7163545.07124673, 4291554.21591822 7163544.90375256, 4291561.04792688 7163544.65904294, 4291577.2973987 7163544.62152633, 4291582.26723043 7163543.53932421, 4291593.7247904 7163542.96594987, 4291609.07735144 7163541.99052625, 4291621.3607423 7163541.08092893, 4291626.0336666 7163540.53048897, 4291631.07537079 7163540.77327187, 4291631.55073921 7163540.79970869, 4291631.6982365 7163539.40319308, 4291632.62493661 7163530.44537163, 4291632.54278222 7163524.18993723, 4291632.42535562 7163516.77893355, 4291631.95695365 7163512.90993622, 4291631.80433034 7163512.9123658, 4291626.22483087 7163512.98418079, 4291591.37502887 7163513.48784003, 4291591.20760512 7163514.69764549, 4291569.03630017 7163514.60838876, 4291569.00642255 7163515.93501936, 4291554.51500548 7163515.58750867, 4291551.47922486 7163516.68992774, 4291528.76525272 7163516.60919051, 4291526.42421941 7163516.59541997, 4291526.40321983 7163517.41184965, 4291524.67375647 7163517.45635927, 4291524.01828196 7163523.19645874, 4291523.44220495 7163530.73751366, 4291521.78049941 7163544.70561364)))"
802,71:28:010604:12,"MULTIPOLYGON (((4291510.06261871 7163712.07491846, 4291539.51562945 7163712.42257204, 4291556.77730743 7163714.15425155, 4291581.56241181 7163715.37512408, 4291583.7472342 7163664.8263323, 4291573.46366819 7163664.5649087, 4291552.59209283 7163664.0978715, 4291534.68690689 7163663.49858279, 4291517.2379936 7163661.71883767, 4291513.91543338 7163669.35471098, 4291512.28540174 7163690.68456923, 4291510.06261871 7163712.07491846)))"
803,71:28:010604:36,"MULTIPOLYGON (((4291517.03414118 7163581.33559912, 4291518.62714493 7163581.24225485, 4291518.78248996 7163576.05413606, 4291548.6839802 7163579.04694398, 4291560.77981804 7163580.2146806, 4291564.46703581 7163580.61507417, 4291593.04285006 7163583.44178376, 4291595.11785327 7163559.16375255, 4291630.02681069 7163559.1691962, 4291629.96729931 7163556.48381456, 4291631.07537079 7163540.77327187, 4291626.0336666 7163540.53048897, 4291621.3607423 7163541.08092893, 4291609.07735144 7163541.99052625, 4291593.7247904 7163542.96594987, 4291582.26723043 7163543.53932421, 4291577.2973987 7163544.62152633, 4291561.04792688 7163544.65904294, 4291554.21591822 7163544.90375256, 4291531.92985723 7163545.07124673, 4291521.78049941 7163544.70561364, 4291517.03414118 7163581.33559912)))"
804,71:28:010604:149,"MULTIPOLYGON (((4291526.42421941 7163516.59541997, 4291528.76525272 7163516.60919051, 4291551.47922486 7163516.68992774, 4291554.51500548 7163515.58750867, 4291569.00642255 7163515.93501936, 4291569.03630017 7163514.60838876, 4291591.20760512 7163514.69764549, 4291591.37502887 7163513.48784003, 4291626.22483087 7163512.98418079, 4291631.80433034 7163512.9123658, 4291631.95695365 7163512.90993622, 4291631.25138903 7163506.91946915, 4291631.25859597 7163499.88054065, 4291631.44257232 7163483.65776053, 4291631.80562005 7163475.52506605, 4291629.70524374 7163475.71151832, 4291612.87505213 7163478.69971718, 4291596.02788942 7163481.68815114, 4291591.78971531 7163481.84060683, 4291583.62883961 7163481.7154434, 4291575.48519138 7163481.60699931, 4291564.7162705 7163480.6732182, 4291553.94735204 7163479.73942242, 4291532.42621135 7163477.85451955, 4291531.62810534 7163477.79920666, 4291530.81304126 7163477.74416341, 4291530.69406562 7163477.72905392, 4291530.05152453 7163482.14276977, 4291528.97421088 7163498.73679311, 4291526.90370551 7163498.66771399, 4291526.42421941 7163516.59541997)))"
805,71:28:010604:32,"MULTIPOLYGON (((4291511.89683233 7163756.150123, 4291521.3043162 7163756.78261774, 4291521.42788141 7163754.94438195, 4291512.02039972 7163754.31188748, 4291511.89683233 7163756.150123)))"
806,71:11:010401:1583,"MULTIPOLYGON (((4291531.69618446 7163764.9485605, 4291537.6489544 7163764.87087397, 4291547.86643032 7163765.2354152, 4291559.35769343 7163764.62753612, 4291561.44011284 7163764.37337203, 4291563.24660461 7163722.05946753, 4291519.58332745 7163722.0059355, 4291517.75701642 7163752.36737884, 4291523.88393355 7163753.64713292, 4291531.52690235 7163755.32783038, 4291531.69618446 7163764.9485605)))"
807,71:28:010604:20,"MULTIPOLYGON (((4291633.98013121 7163427.56222208, 4291644.92931862 7163427.03087661, 4291656.10810406 7163426.0028081, 4291656.07229 7163424.81325239, 4291657.05692894 7163424.8655823, 4291662.506898 7163425.1868496, 4291668.17651271 7163425.45361026, 4291672.96672387 7163424.81627332, 4291691.41022451 7163423.02640041, 4291698.18828467 7163422.59541409, 4291699.44263395 7163422.54143219, 4291700.57285486 7163357.95088126, 4291699.30048017 7163357.93714344, 4291669.13063356 7163357.22749152, 4291661.13677027 7163356.92973548, 4291637.14199642 7163356.2746517, 4291637.04024957 7163356.27627143, 4291636.52806305 7163361.41892526, 4291634.02877416 7163418.85652921, 4291633.98013121 7163427.56222208)))"
808,71:28:010604:22,"MULTIPOLYGON (((4291516.51401646 7163593.4834019, 4291529.73558468 7163593.97020037, 4291536.23923514 7163594.41082025, 4291542.32215776 7163595.06215346, 4291549.89418271 7163596.55690313, 4291559.51197769 7163597.62804865, 4291564.1195296 7163598.30283787, 4291576.9836391 7163599.78137044, 4291626.76256758 7163602.59359529, 4291629.9197845 7163571.68444435, 4291630.23602975 7163567.02083288, 4291630.02681069 7163559.1691962, 4291595.11785327 7163559.16375255, 4291593.04285006 7163583.44178376, 4291564.46703581 7163580.61507417, 4291560.77981804 7163580.2146806, 4291548.6839802 7163579.04694398, 4291518.78248996 7163576.05413606, 4291518.62714493 7163581.24225485, 4291517.03414118 7163581.33559912, 4291516.51401646 7163593.4834019)))"
809,71:28:010604:21,"MULTIPOLYGON (((4291641.03480228 7163277.59743649, 4291698.54887801 7163274.14839759, 4291700.05810219 7163194.9488817, 4291697.59397198 7163183.9542877, 4291651.68596817 7163192.98195288, 4291643.03095165 7163194.83687619, 4291645.2112895 7163203.98287522, 4291641.03480228 7163277.59743649)))"
810,71:28:010604:37,"MULTIPOLYGON (((4291521.78049941 7163544.70561364, 4291531.92985723 7163545.07124673, 4291554.21591822 7163544.90375256, 4291561.04792688 7163544.65904294, 4291577.2973987 7163544.62152633, 4291582.26723043 7163543.53932421, 4291593.7247904 7163542.96594987, 4291609.07735144 7163541.99052625, 4291621.3607423 7163541.08092893, 4291626.0336666 7163540.53048897, 4291631.07537079 7163540.77327187, 4291631.1165497 7163540.16054275, 4291631.80433034 7163512.9123658, 4291626.22483087 7163512.98418079, 4291591.37502887 7163513.48784003, 4291591.20760512 7163514.69764549, 4291569.03630017 7163514.60838876, 4291569.00642255 7163515.93501936, 4291554.51500548 7163515.58750867, 4291551.47922486 7163516.68992774, 4291528.76525272 7163516.60919051, 4291526.0508708 7163516.58435623, 4291525.58382093 7163522.44047228, 4291524.05516359 7163522.31176786, 4291523.48043214 7163529.93781064, 4291524.58405986 7163530.00526741, 4291523.26528815 7163544.20594071, 4291521.78049941 7163544.70561364)))"
811,71:28:010604:34,"MULTIPOLYGON (((4291632.62281089 7163472.50272056, 4291648.25626705 7163473.20594459, 4291656.19748777 7163473.38554381, 4291665.16265786 7163473.95687641, 4291669.40352004 7163473.97435752, 4291678.01147909 7163473.41223606, 4291687.15455028 7163472.36552992, 4291687.24365164 7163472.63614131, 4291689.51306733 7163472.41297781, 4291689.38924144 7163472.09191377, 4291696.56869644 7163472.36861362, 4291697.2475576 7163472.39180517, 4291697.25589281 7163471.84761162, 4291697.66342136 7163455.82534805, 4291698.03593259 7163422.61484241, 4291691.41022451 7163423.02640041, 4291672.96672387 7163424.81627332, 4291668.17651271 7163425.45361026, 4291662.506898 7163425.1868496, 4291657.05692894 7163424.8655823, 4291656.07229 7163424.81325239, 4291656.10810406 7163426.0028081, 4291644.92931862 7163427.03087661, 4291633.98013121 7163427.56222208, 4291632.52955674 7163428.07836594, 4291632.39470099 7163428.13151809, 4291632.62281089 7163472.50272056)))"
812,71:28:010604:28,"MULTIPOLYGON (((4291614.54317895 7163688.92159893, 4291617.64928196 7163689.04218274, 4291624.60442294 7163687.99634347, 4291644.08277165 7163688.31534896, 4291644.64426584 7163686.28312885, 4291647.24753874 7163686.78575816, 4291647.24997467 7163688.00988929, 4291662.87095453 7163690.03948961, 4291691.99468475 7163691.02090149, 4291693.60255162 7163628.73286475, 4291622.93206632 7163628.48091967, 4291617.92772408 7163628.45856277, 4291616.71854537 7163664.55663022, 4291614.54317895 7163688.92159893)))"
813,71:28:010604:29,"MULTIPOLYGON (((4291537.63331542 7163426.40909121, 4291557.93226669 7163428.24540366, 4291598.47446161 7163428.39938517, 4291624.21934623 7163428.15964475, 4291632.52955674 7163428.07836594, 4291633.98013121 7163427.56222208, 4291634.02877416 7163418.85652921, 4291636.52806305 7163361.41892526, 4291607.5471332 7163359.73801717, 4291578.10943053 7163358.13227746, 4291556.88712672 7163356.88878047, 4291545.64625039 7163356.13251407, 4291537.63331542 7163426.40909121)))"
814,71:28:010604:2,"MULTIPOLYGON (((4291591.37502887 7163513.48784003, 4291626.22483087 7163512.98418079, 4291626.09586866 7163475.93899238, 4291601.44989269 7163480.24170896, 4291564.63309497 7163479.70543239, 4291530.95193951 7163476.87485679, 4291528.76525272 7163516.60919051, 4291551.47922486 7163516.68992774, 4291554.51500548 7163515.58750867, 4291569.00642255 7163515.93501936, 4291569.03630017 7163514.60838876, 4291591.20760512 7163514.69764549, 4291591.37502887 7163513.48784003)))"
815,71:28:010604:14,"MULTIPOLYGON (((4291632.62493661 7163530.44537163, 4291694.90935341 7163528.19547455, 4291695.33303834 7163528.17172455, 4291696.36530951 7163494.8483969, 4291696.56869644 7163472.36861362, 4291689.38924144 7163472.09191377, 4291689.51306733 7163472.41297781, 4291687.24365164 7163472.63614131, 4291687.15455028 7163472.36552992, 4291678.01147909 7163473.41223606, 4291669.40352004 7163473.97435752, 4291665.16265786 7163473.95687641, 4291656.19748777 7163473.38554381, 4291648.25626705 7163473.20594459, 4291632.62281089 7163472.50272056, 4291631.80562005 7163475.52506605, 4291631.44257232 7163483.65776053, 4291631.25859597 7163499.88054065, 4291631.25138903 7163506.91946915, 4291632.42535562 7163516.77893355, 4291632.54278222 7163524.18993723, 4291632.62493661 7163530.44537163)))"
816,71:28:010604:13,"MULTIPOLYGON (((4291581.56241181 7163715.37512408, 4291614.27472229 7163716.9458149, 4291614.20400845 7163688.92699743, 4291615.56913943 7163664.81295763, 4291603.83360663 7163664.98273985, 4291594.83027236 7163665.2280403, 4291585.77982802 7163664.64096688, 4291583.7472342 7163664.8263323, 4291581.56241181 7163715.37512408)))"
817,71:28:010604:31,"MULTIPOLYGON (((4291637.14199642 7163356.2746517, 4291661.13677027 7163356.92973548, 4291669.13063356 7163357.22749152, 4291699.30048017 7163357.93714344, 4291700.19274533 7163277.26748915, 4291640.4976162 7163285.44367555, 4291639.05167995 7163318.36466323, 4291637.93938241 7163338.08721402, 4291637.14199642 7163356.2746517)))"
818,71:28:010604:19,"MULTIPOLYGON (((4291630.72029675 7163568.67933015, 4291645.2677947 7163568.27771805, 4291651.96334585 7163567.98409505, 4291656.15149806 7163567.88340838, 4291660.02148398 7163568.04281704, 4291694.9051666 7163567.52131028, 4291694.85001665 7163553.34244662, 4291695.13442644 7163530.62317903, 4291690.38694412 7163530.74979622, 4291674.2484126 7163531.36384879, 4291668.14158062 7163531.34207876, 4291662.15668862 7163531.52238669, 4291653.80652736 7163531.23028856, 4291648.80682593 7163531.4969126, 4291632.53046882 7163531.97705772, 4291632.20805047 7163538.39195697, 4291630.62835518 7163551.10063621, 4291630.72029675 7163568.67933015)))"
819,71:28:010508:79,"MULTIPOLYGON (((4291511.2784564 7163765.30731042, 4291520.68595113 7163765.93980654, 4291521.3043162 7163756.78261774, 4291511.89683233 7163756.150123, 4291511.2784564 7163765.30731042)))"
820,71:28:010603:31,"MULTIPOLYGON (((4291125.76397699 7163496.75784448, 4291200.20952649 7163504.12918026, 4291206.0352977 7163504.61482518, 4291211.02912363 7163461.01069653, 4291210.80813206 7163460.98019888, 4291203.61791589 7163461.09426999, 4291196.83769477 7163460.31773351, 4291162.86195984 7163458.15333609, 4291145.98311898 7163456.99284544, 4291128.54031637 7163456.64034753, 4291125.15267932 7163496.71653042, 4291125.76397699 7163496.75784448)))"
821,71:28:010603:5,"MULTIPOLYGON (((4291439.4216967 7163753.40884737, 4291442.50801061 7163710.46260494, 4291422.18682874 7163708.33723664, 4291366.77970581 7163696.12575266, 4291363.77186047 7163695.78247803, 4291359.08859223 7163738.60095161, 4291399.07015352 7163747.18110901, 4291439.4216967 7163753.40884737)))"
822,71:28:010603:1,"MULTIPOLYGON (((4291303.17895277 7163352.19911709, 4291309.65740305 7163284.51503945, 4291262.82197968 7163290.73301698, 4291259.1369733 7163348.44381415, 4291303.17895277 7163352.19911709)))"
823,71:28:010603:83,"MULTIPOLYGON (((4291423.57363661 7164132.72347149, 4291423.75278854 7164124.74607593, 4291413.24815448 7164124.48793674, 4291413.05230134 7164132.48260045, 4291423.57363661 7164132.72347149)))"
824,71:28:010603:14,"MULTIPOLYGON (((4291295.75265852 7163530.58118217, 4291290.94510546 7163570.91838783, 4291335.99964941 7163583.92370379, 4291342.68435669 7163538.94903659, 4291298.0299642 7163528.70880934, 4291297.75802402 7163530.82137684, 4291295.75265852 7163530.58118217)))"
825,71:28:010603:400,"MULTIPOLYGON (((4291309.54043301 7164177.6214822, 4291378.20276056 7164190.03163881, 4291391.85446355 7164188.69251217, 4291398.28192922 7164186.43094827, 4291409.99844553 7164179.64744027, 4291420.06479108 7164170.42465411, 4291424.16775211 7164164.91836333, 4291426.66225768 7164158.53645978, 4291429.07310694 7164147.93906009, 4291413.00787074 7164147.90532291, 4291336.59476928 7164147.38494178, 4291315.2120525 7164173.68865476, 4291309.54043301 7164177.6214822)))"
