,cadastral_,shape
1457,71:28:010509:145,"MULTIPOLYGON (((4289523.97822989 7164138.40362331, 4289553.43620413 7164103.0518302, 4289529.09815991 7164082.67190865, 4289499.64015127 7164118.02352018, 4289523.97822989 7164138.40362331)))"
1458,71:28:010509:170,"MULTIPOLYGON (((4289589.11673677 7164385.31268965, 4289589.50683293 7164375.5123856, 4289583.75258872 7164375.29642692, 4289583.3791806 7164385.07946523, 4289589.11673677 7164385.31268965)))"
1459,71:28:010509:190,"MULTIPOLYGON (((4289561.71269357 7164370.72742929, 4289568.55527675 7164375.46637678, 4289574.34479432 7164367.06087203, 4289567.50247995 7164362.33893418, 4289561.71269357 7164370.72742929)))"
1460,71:28:010509:177,"MULTIPOLYGON (((4289466.30302824 7164519.79791248, 4289502.89265845 7164504.36382356, 4289537.87116791 7164490.06007629, 4289553.03111024 7164483.12316293, 4289564.86838794 7164477.42853121, 4289554.3759129 7164454.02527054, 4289522.78488674 7164467.96993666, 4289519.73997695 7164468.52771396, 4289496.66721299 7164478.25800763, 4289490.18170334 7164481.19916431, 4289470.64221426 7164489.05467605, 4289466.77444151 7164490.1524333, 4289463.81935039 7164491.0318621, 4289455.79649305 7164495.4763981, 4289456.70225502 7164496.99259417, 4289453.94828242 7164498.80409721, 4289456.40002673 7164503.73093206, 4289456.82085994 7164503.52029996, 4289458.36686311 7164505.84267753, 4289466.30302824 7164519.79791248)))"
1461,71:28:010509:1306,"MULTIPOLYGON (((4289530.50184678 7164167.32618814, 4289534.04138333 7164166.94772158, 4289535.84599322 7164167.36156137, 4289537.41846517 7164168.11910159, 4289544.31570964 7164173.11214272, 4289547.12808619 7164175.05751107, 4289565.07559892 7164188.10718533, 4289575.90195693 7164195.94627695, 4289580.01971503 7164198.9254114, 4289660.99394621 7164203.64225196, 4289670.45262711 7164194.48222386, 4289672.44488992 7164167.77269262, 4289672.79915737 7164164.38347379, 4289671.11750105 7164164.2397924, 4289671.24388867 7164162.55448047, 4289672.94223912 7164162.68089685, 4289673.18227663 7164157.40609982, 4289663.13024463 7164156.79846347, 4289572.12222768 7164151.52464837, 4289566.60505184 7164151.27096588, 4289551.75996608 7164169.66294692, 4289548.68869249 7164167.43257746, 4289542.0961942 7164162.40076663, 4289540.87245936 7164161.16167535, 4289539.46748327 7164158.08906082, 4289539.49293566 7164156.4563425, 4289530.50184678 7164167.32618814)))"
1462,71:28:010509:179,"MULTIPOLYGON (((4289280.26481966 7164230.34289754, 4289287.84374388 7164236.63482285, 4289293.25523833 7164230.08895826, 4289285.67631617 7164223.79704333, 4289280.26481966 7164230.34289754)))"
1463,71:28:010509:187,"MULTIPOLYGON (((4289209.57643994 7164229.27032872, 4289214.41563696 7164232.83352541, 4289218.61823633 7164227.08874906, 4289213.77930513 7164223.54255688, 4289209.57643994 7164229.27032872)))"
1464,71:28:010509:132,"MULTIPOLYGON (((4289474.91970436 7163924.9327127, 4289468.44515193 7163932.90632061, 4289475.50616196 7163938.62783343, 4289481.9637527 7163930.65447933, 4289474.91970436 7163924.9327127)))"
1465,71:28:010509:155,"MULTIPOLYGON (((4289266.29607126 7164248.41476464, 4289275.10615505 7164255.33362164, 4289280.55238541 7164248.83821854, 4289271.72508007 7164241.90263881, 4289266.29607126 7164248.41476464)))"
1466,71:28:010509:120,"MULTIPOLYGON (((4289393.39588516 7163991.53289447, 4289390.08262213 7163995.54638996, 4289395.87435813 7164000.36970179, 4289399.20431495 7163996.33893741, 4289393.39588516 7163991.53289447)))"
1467,71:28:010509:15,"MULTIPOLYGON (((4289456.46045076 7164026.04893329, 4289457.12011361 7164020.47861888, 4289445.00242741 7164019.0188703, 4289444.34275613 7164024.58918275, 4289456.46045076 7164026.04893329)))"
1468,71:28:010509:894,"MULTIPOLYGON (((4289250.71486823 7164269.70849953, 4289257.90245527 7164274.83334937, 4289260.45878462 7164271.22267379, 4289253.27119924 7164266.0978286, 4289250.71486823 7164269.70849953)))"
1469,71:28:010509:1177,"MULTIPOLYGON (((4289656.51273697 7164107.74566692, 4289666.68183202 7164108.24945379, 4289667.01699229 7164101.45991633, 4289656.84790596 7164100.95613024, 4289656.51273697 7164107.74566692)))"
1470,71:28:010509:134,"MULTIPOLYGON (((4289384.6043237 7164002.14418296, 4289381.52372105 7164005.84798871, 4289387.04040685 7164010.43757102, 4289390.12100867 7164006.73376097, 4289389.88066834 7164006.55048545, 4289384.6043237 7164002.14418296)))"
1471,71:28:010509:185,"MULTIPOLYGON (((4289565.24780256 7164433.19526209, 4289607.82407775 7164445.97864285, 4289619.31905935 7164407.45477665, 4289576.76019921 7164394.68825266, 4289565.24780256 7164433.19526209), (4289584.78255771 7164422.87407689, 4289587.91384927 7164413.71095563, 4289601.13431338 7164418.40103291, 4289598.00303537 7164427.56416472, 4289584.78255771 7164422.87407689)))"
1472,71:28:010509:118,"MULTIPOLYGON (((4289231.9884359 7164203.24519477, 4289236.89890067 7164207.02829774, 4289242.31945059 7164199.97224877, 4289237.40898766 7164196.18915253, 4289231.9884359 7164203.24519477)))"
1473,71:28:010509:1127,"MULTIPOLYGON (((4289441.86981953 7164040.08364674, 4289453.68200377 7164041.53117997, 4289454.84391608 7164031.1751369, 4289444.23903805 7164029.91276045, 4289443.9565072 7164032.4676387, 4289444.43242827 7164032.52820696, 4289444.16632749 7164035.04882295, 4289442.05886547 7164034.79273379, 4289441.86981953 7164040.08364674)))"
1474,71:28:010509:140,"MULTIPOLYGON (((4289392.15355892 7164063.22018161, 4289395.97089864 7164057.80451423, 4289386.9825785 7164051.41584829, 4289383.16523563 7164056.83150698, 4289392.15355892 7164063.22018161)))"
1475,71:28:010509:201,"MULTIPOLYGON (((4289560.43432878 7164318.08688141, 4289566.53487403 7164320.93300369, 4289566.72275852 7164321.01508038, 4289567.84027673 7164317.61385092, 4289560.65906924 7164314.00248136, 4289558.40099127 7164317.14950617, 4289560.43432878 7164318.08688141)))"
1476,71:28:010509:107,"MULTIPOLYGON (((4289366.62900213 7164065.76160223, 4289375.55612842 7164071.48813687, 4289379.2160873 7164065.76887592, 4289375.84016147 7164063.57723771, 4289370.28870039 7164060.02535055, 4289366.62900213 7164065.76160223)))"
1477,71:28:010509:922,"MULTIPOLYGON (((4289550.75838853 7164361.22377739, 4289557.10593562 7164365.76643354, 4289562.71737513 7164357.907856, 4289556.3698312 7164353.36520885, 4289550.75838853 7164361.22377739)))"
1478,71:28:010509:1167,"MULTIPOLYGON (((4289600.92389587 7164365.72644401, 4289609.38088181 7164366.29114533, 4289609.60268417 7164363.10796491, 4289603.04708495 7164362.63251163, 4289603.31367481 7164359.0575448, 4289601.3778422 7164358.93482931, 4289600.92389587 7164365.72644401)))"
1479,71:28:010509:8,"MULTIPOLYGON (((4289007.59977074 7164353.6566895, 4288997.9613103 7164365.50549418, 4289013.73456279 7164378.40357932, 4289023.37275124 7164366.53773648, 4289007.59977074 7164353.6566895)))"
1480,71:28:010509:86,"MULTIPOLYGON (((4289550.27924291 7164449.14125243, 4289526.01489103 7164397.62516694, 4289517.67654109 7164402.49974922, 4289517.18841528 7164401.65719603, 4289474.94697225 7164421.24351347, 4289493.64275802 7164474.68347958, 4289546.55589527 7164455.15092852, 4289544.81908276 7164451.4712529, 4289550.27924291 7164449.14125243)))"
1481,71:28:010509:144,"MULTIPOLYGON (((4289378.92620731 7164008.98314347, 4289375.87898901 7164012.65242222, 4289381.48179564 7164017.32568123, 4289381.64847944 7164017.13604209, 4289384.5290131 7164013.65639815, 4289378.92620731 7164008.98314347)))"
1482,71:28:010509:1113,"MULTIPOLYGON (((4289237.79205096 7164181.54324763, 4289244.86479449 7164186.92489598, 4289247.94658843 7164183.2890552, 4289249.62543224 7164181.0694013, 4289242.34653226 7164175.52094682, 4289237.79205096 7164181.54324763)))"
1483,71:28:010509:18,"MULTIPOLYGON (((4289252.70539562 7164194.77704727, 4289257.50206567 7164189.05700647, 4289249.09593357 7164181.92783926, 4289244.26534224 7164187.6483995, 4289252.70539562 7164194.77704727)))"
1484,71:28:010509:1168,"MULTIPOLYGON (((4289603.04708495 7164362.63251163, 4289609.60268417 7164363.10796491, 4289609.8348209 7164359.49952971, 4289603.31367481 7164359.0575448, 4289603.04708495 7164362.63251163)))"
1485,71:28:010509:896,"MULTIPOLYGON (((4289507.54824389 7163906.94327731, 4289520.52378669 7163909.03558806, 4289522.19357137 7163898.6207501, 4289509.21831005 7163896.54544334, 4289507.54824389 7163906.94327731)))"
1486,71:28:010509:927,"MULTIPOLYGON (((4289384.5290131 7164013.65639815, 4289387.04040685 7164010.43757102, 4289381.52372105 7164005.84798871, 4289378.92620731 7164008.98314347, 4289384.5290131 7164013.65639815)))"
1487,71:28:010509:51,"MULTIPOLYGON (((4289289.6170809 7164237.21924632, 4289297.54953221 7164243.33560996, 4289302.08836485 7164237.3984896, 4289294.15591606 7164231.28213508, 4289289.6170809 7164237.21924632)))"
1488,71:28:010509:1146,"MULTIPOLYGON (((4289402.79554002 7164065.7742918, 4289410.20139433 7164070.75943223, 4289413.83190672 7164065.32966925, 4289406.42605527 7164060.34453562, 4289402.79554002 7164065.7742918)))"
1489,71:28:010509:21,"MULTIPOLYGON (((4289245.8167971 7164301.64974222, 4289254.51773419 7164290.63154098, 4289242.23680555 7164280.87621964, 4289233.53612607 7164291.9113933, 4289245.8167971 7164301.64974222)))"
1490,71:28:010509:1105,"MULTIPOLYGON (((4289356.89919345 7164035.69917542, 4289362.43152311 7164040.20353238, 4289365.14433109 7164036.84552875, 4289359.62896164 7164032.34091051, 4289356.89919345 7164035.69917542)))"
1491,71:28:010509:139,"MULTIPOLYGON (((4289363.98689644 7164052.94854292, 4289368.8244924 7164046.59878101, 4289361.68263179 7164041.13340446, 4289356.84503337 7164047.48315762, 4289363.98689644 7164052.94854292)))"
1492,71:28:010509:22,"MULTIPOLYGON (((4289609.25571348 7164513.87029322, 4289618.20309627 7164504.53093667, 4289609.402239 7164496.06472851, 4289600.43789485 7164505.40433073, 4289609.25571348 7164513.87029322)))"
1493,71:28:010509:1156,"MULTIPOLYGON (((4289417.18618176 7164075.9381882, 4289421.20040876 7164070.09434232, 4289414.21004166 7164065.64681573, 4289410.21303573 7164071.50738862, 4289417.18618176 7164075.9381882)))"
1494,71:28:010509:181,"MULTIPOLYGON (((4289376.15093147 7164559.9772484, 4289381.03018263 7164553.01427411, 4289372.76079023 7164547.07306228, 4289367.88153537 7164554.03602625, 4289376.15093147 7164559.9772484)))"
1495,71:28:010509:1150,"MULTIPOLYGON (((4289482.80787417 7164539.2984815, 4289503.84709394 7164558.01392961, 4289505.61445392 7164556.03078974, 4289512.95551743 7164548.11098434, 4289517.40707361 7164551.81624034, 4289522.08238301 7164547.01590555, 4289523.48691381 7164547.87813889, 4289561.5107431 7164539.56301526, 4289575.90117694 7164533.31822854, 4289587.23605943 7164528.03949336, 4289576.71324484 7164502.69812292, 4289564.66473044 7164507.90297928, 4289565.31557891 7164509.38914838, 4289553.47481006 7164514.86280473, 4289545.62717612 7164515.30873833, 4289535.7084914 7164518.93284244, 4289514.77502229 7164526.6062717, 4289494.0007757 7164534.70226431, 4289482.80787417 7164539.2984815)))"
1496,71:28:010509:163,"MULTIPOLYGON (((4289656.74709525 7164006.3863987, 4289721.23439265 7164010.23859506, 4289728.08097483 7163895.66775461, 4289697.37280054 7163889.92609882, 4289680.93508418 7163983.42741248, 4289659.40078837 7163981.8435184, 4289656.74709525 7164006.3863987)))"
1497,71:28:010509:195,"MULTIPOLYGON (((4289474.82537914 7163924.32208643, 4289483.87006084 7163931.06672715, 4289487.82453585 7163925.75097577, 4289492.37682645 7163919.60973624, 4289483.31545637 7163912.88237899, 4289482.16857311 7163914.3965704, 4289478.76316252 7163919.0236081, 4289474.82537914 7163924.32208643)))"
1498,71:28:010509:1125,"MULTIPOLYGON (((4289266.11486223 7164216.02594923, 4289266.23490205 7164216.10909162, 4289273.93890811 7164221.71892656, 4289274.96927147 7164220.34255527, 4289267.22843944 7164214.54625953, 4289266.11486223 7164216.02594923)))"
1499,71:28:010509:154,"MULTIPOLYGON (((4289271.9073408 7164262.35504009, 4289281.06408763 7164268.65635954, 4289285.37982554 7164262.55267945, 4289276.3227272 7164256.11378505, 4289275.97397044 7164256.59533181, 4289271.9073408 7164262.35504009)))"
1500,71:28:010509:893,"MULTIPOLYGON (((4289336.91155763 7164073.57142891, 4289343.40050869 7164078.50295322, 4289349.30159341 7164070.72530127, 4289342.79568568 7164065.79405169, 4289336.91155763 7164073.57142891)))"
1501,71:28:010509:1308,"MULTIPOLYGON (((4289043.85500197 7164456.59399334, 4289044.80406397 7164455.43993105, 4289045.95517776 7164456.37420607, 4289062.62354759 7164435.11444239, 4289074.76704814 7164419.62156482, 4289041.41224247 7164392.10229034, 4289035.63389895 7164399.07892802, 4289021.46379183 7164386.73399292, 4289016.05901829 7164383.89358414, 4289007.70448318 7164377.90243415, 4288997.29241382 7164369.40978303, 4288988.72682421 7164361.84056327, 4288983.38587086 7164356.55060618, 4288983.25774293 7164354.85222794, 4288983.82576959 7164353.19401312, 4288975.01075936 7164363.44860653, 4288976.87900784 7164363.58953304, 4288984.29401204 7164366.97676413, 4288987.59676245 7164369.91796086, 4288966.19969142 7164393.64860866, 4288972.86566225 7164399.05398706, 4289043.85500197 7164456.59399334)))"
1502,71:28:010509:1309,"MULTIPOLYGON (((4289035.63389895 7164399.07892802, 4289041.41224247 7164392.10229034, 4289086.55495756 7164337.5134243, 4289089.16365515 7164349.29032645, 4289095.89962321 7164354.83050902, 4289103.51320489 7164344.78157133, 4289153.40431246 7164284.67742054, 4289151.20386992 7164282.80735421, 4289170.46255247 7164260.16412144, 4289181.74129909 7164246.91237307, 4289187.35561465 7164240.31239739, 4289167.47292425 7164224.96250447, 4289158.56409346 7164213.8622461, 4289134.12667451 7164195.77783368, 4289130.20929911 7164190.39786266, 4289128.01574878 7164184.599922, 4289127.71172563 7164181.40802949, 4289112.26503465 7164200.45475864, 4289113.84605395 7164199.57992497, 4289115.55608518 7164199.36621174, 4289117.12034138 7164199.59686101, 4289126.17922305 7164199.60856959, 4289002.32472238 7164349.33493632, 4289007.59977074 7164353.6566895, 4289023.37275124 7164366.53773648, 4289039.78148589 7164379.93597943, 4289033.95385198 7164387.01539658, 4289026.92567426 7164387.78810769, 4289021.46379183 7164386.73399292, 4289035.63389895 7164399.07892802)))"
1503,71:28:010509:182,"MULTIPOLYGON (((4289302.78362559 7164169.74799159, 4289310.63677213 7164176.22259941, 4289316.2546309 7164169.86058094, 4289308.40148618 7164163.38598391, 4289302.78362559 7164169.74799159)))"
1504,71:28:010509:906,"MULTIPOLYGON (((4289605.71615063 7164322.73396477, 4289612.54175158 7164323.12016574, 4289613.07332657 7164313.69180176, 4289606.24773374 7164313.30560165, 4289605.71615063 7164322.73396477)))"
1505,71:28:010509:1147,"MULTIPOLYGON (((4289456.96180739 7164623.70378936, 4289463.25755383 7164629.26774336, 4289463.46399359 7164629.45156152, 4289467.16069407 7164624.98960493, 4289463.63531817 7164621.93296552, 4289460.4748538 7164619.43175966, 4289456.96180739 7164623.70378936)))"
1506,71:28:010509:13,"MULTIPOLYGON (((4289487.26502252 7163809.22314884, 4289482.60850805 7163807.57874447, 4289466.43827296 7163804.02314777, 4289456.1031672 7163803.72575204, 4289451.15459269 7163805.11235691, 4289446.52847814 7163807.59908298, 4289416.15667718 7163841.96029825, 4289432.32677848 7163854.22138607, 4289460.25725063 7163878.77849758, 4289459.32951205 7163880.20423736, 4289483.60958619 7163895.82397873, 4289494.14193089 7163879.3705432, 4289482.72993553 7163872.01689442, 4289481.98451561 7163873.16773957, 4289469.09977166 7163864.91897306, 4289468.47094598 7163865.9319702, 4289454.44071177 7163857.1060134, 4289473.39045084 7163829.99637846, 4289472.15087843 7163828.82558709, 4289487.26502252 7163809.22314884)))"
1507,71:28:010509:897,"MULTIPOLYGON (((4289435.65947209 7164054.14032094, 4289441.25819806 7164054.18877879, 4289441.32782391 7164044.49592296, 4289435.72936944 7164044.4644641, 4289435.65947209 7164054.14032094)))"
1508,71:28:010509:79,"MULTIPOLYGON (((4289526.40259096 7164397.46606402, 4289524.35178883 7164392.14195318, 4289514.85857606 7164395.84433565, 4289516.90910798 7164401.15145179, 4289526.40259096 7164397.46606402)))"
1509,71:28:010509:940,"MULTIPOLYGON (((4289212.88618399 7164241.39315954, 4289217.48367281 7164234.86005186, 4289209.44604454 7164229.61243404, 4289205.1678831 7164235.95350918, 4289212.88618399 7164241.39315954)))"
1510,71:28:010509:979,"MULTIPOLYGON (((4289417.47932853 7164005.40482504, 4289426.76997765 7164011.60165759, 4289430.55282101 7164006.15254175, 4289421.70496953 7164000.06781429, 4289421.34485515 7163999.81840097, 4289417.47932853 7164005.40482504)))"
1511,71:28:010509:147,"MULTIPOLYGON (((4289433.91484183 7164088.0888838, 4289444.02558922 7164089.20598417, 4289444.94581017 7164080.75801536, 4289434.83533811 7164079.6579163, 4289433.91484183 7164088.0888838)))"
1512,71:28:010509:905,"MULTIPOLYGON (((4289263.24556663 7164220.23661092, 4289271.06961465 7164225.92959411, 4289274.05894809 7164221.8020689, 4289266.23490205 7164216.10909162, 4289263.24556663 7164220.23661092)))"
1513,71:28:010509:33,"MULTIPOLYGON (((4289421.70496953 7164000.06781429, 4289430.55282101 7164006.15254175, 4289433.87918232 7164008.42993082, 4289439.28299052 7164001.40818814, 4289436.04036864 7163999.06148172, 4289427.30779607 7163992.75392432, 4289427.05049602 7163992.57091548, 4289421.70496953 7164000.06781429)))"
1514,71:28:010509:1144,"MULTIPOLYGON (((4289409.53254983 7164016.88710694, 4289418.60141178 7164023.00241099, 4289422.50536301 7164017.70442467, 4289413.12462172 7164011.16893073, 4289409.53254983 7164016.88710694)))"
1515,71:28:010509:143,"MULTIPOLYGON (((4289412.59753136 7164001.28142292, 4289415.02305487 7163997.99592257, 4289407.09499448 7163992.15184646, 4289404.68616416 7163995.42007794, 4289412.59753136 7164001.28142292)))"
1516,71:11:020101:327,"MULTIPOLYGON (((4286664.64338298 7161911.21323636, 4286667.67137704 7161916.28349452, 4286672.7634827 7161913.23091932, 4286669.75244152 7161908.1604059, 4286664.64338298 7161911.21323636)))"
1517,71:11:020101:943,"MULTIPOLYGON (((4287807.2598032 7161402.81523909, 4287870.27878921 7161377.67230051, 4287967.43926073 7161221.70124727, 4288100.05561908 7161022.93004272, 4287532.80270999 7160925.11540948, 4287807.2598032 7161402.81523909)))"
1518,71:11:020101:46,"MULTIPOLYGON (((4287262.13624162 7162045.1858446, 4287262.85719414 7162041.31604848, 4287258.97555445 7162040.3387521, 4287258.27181519 7162044.22528172, 4287262.13624162 7162045.1858446)))"
1519,71:11:020101:953,"MULTIPOLYGON (((4290188.40002211 7161174.52885523, 4290190.08158278 7161174.70636279, 4290190.27563004 7161173.0206112, 4290188.57685042 7161172.82637767, 4290188.40002211 7161174.52885523)))"
1520,71:11:020101:47,"MULTIPOLYGON (((4287293.94557727 7161857.38984658, 4287294.92081995 7161853.51623147, 4287291.04290755 7161852.77689447, 4287290.08487777 7161856.66724262, 4287293.94557727 7161857.38984658)))"
1521,71:11:020101:51,"MULTIPOLYGON (((4287881.76648802 7161395.8011132, 4287894.09450326 7161407.91688344, 4287897.00032775 7161404.99944913, 4287884.4219232 7161393.1425148, 4287881.76648802 7161395.8011132)))"
1522,71:11:020101:330,"MULTIPOLYGON (((4286350.84182621 7161386.36554594, 4286353.86915841 7161391.41859965, 4286358.96105044 7161388.36643098, 4286355.93371619 7161383.31338119, 4286350.84182621 7161386.36554594)))"
1523,71:28:010509:1299,"MULTIPOLYGON (((4289633.69174447 7164407.70573975, 4289658.69644008 7164421.80129379, 4289658.3885455 7164427.07732914, 4289695.73178052 7164429.55281866, 4289696.28927948 7164423.9667975, 4289696.66123652 7164415.18695693, 4289701.96753728 7164323.62340012, 4289702.41899367 7164315.59058567, 4289664.31866496 7164313.48410773, 4289662.9938123 7164331.86885105, 4289660.44522886 7164356.6322156, 4289656.68461737 7164396.13996411, 4289634.42548131 7164394.924349, 4289633.69174447 7164407.70573975)))"
1524,71:11:020101:946,"MULTIPOLYGON (((4290114.61551386 7161142.91928159, 4290116.21702026 7161142.31620604, 4290115.61561481 7161140.72795508, 4290114.03106182 7161141.33076381, 4290114.61551386 7161142.91928159)))"
1525,71:11:020101:329,"MULTIPOLYGON (((4286464.14955435 7161575.89379254, 4286467.1600779 7161580.94718079, 4286472.26900134 7161577.8946066, 4286469.24152146 7161572.841481, 4286464.14955435 7161575.89379254)))"
1526,71:11:020101:50,"MULTIPOLYGON (((4287704.90362475 7161475.83440919, 4287708.52734573 7161474.38473962, 4287706.82674164 7161470.75648468, 4287703.45759235 7161472.21922556, 4287704.90362475 7161475.83440919)))"
1527,71:11:020101:49,"MULTIPOLYGON (((4287521.24689797 7161555.40817421, 4287524.88373789 7161553.70340734, 4287523.42055847 7161550.07142193, 4287519.81736782 7161551.75867163, 4287521.24689797 7161555.40817421)))"
1528,71:28:010508:61,"MULTIPOLYGON (((4291856.58221232 7164479.523319, 4291869.09263804 7164478.93269438, 4291877.62524093 7164478.89861915, 4291877.53733972 7164475.4992103, 4291877.32082592 7164467.20469127, 4291877.1197844 7164462.02166958, 4291877.24620951 7164452.88849824, 4291876.48488268 7164426.30642632, 4291876.00691894 7164410.09230249, 4291876.00660559 7164409.00405725, 4291854.18656853 7164409.82818347, 4291855.50619855 7164458.76154612, 4291856.58221232 7164479.523319)))"
1529,71:28:010508:60,"MULTIPOLYGON (((4291536.74258211 7165193.66791494, 4291549.66609469 7165196.59133869, 4291550.33029581 7165196.75082703, 4291552.67586015 7165186.30609361, 4291539.08843277 7165183.24019076, 4291536.74258211 7165193.66791494)))"
1530,71:28:010508:341,"MULTIPOLYGON (((4291713.8496671 7164322.67596212, 4291740.98708916 7164322.34563606, 4291754.72701559 7164322.27973187, 4291754.81017024 7164321.10515011, 4291763.44517248 7164321.12057752, 4291763.37212536 7164317.58496892, 4291765.10176197 7164317.54040087, 4291763.02147997 7164301.89614701, 4291763.21190384 7164285.02548211, 4291762.17233622 7164247.2940546, 4291712.39884391 7164250.43358702, 4291712.83695561 7164297.322583, 4291712.90683695 7164318.84814135, 4291713.8496671 7164322.67596212)))"
1531,71:11:020101:950,"MULTIPOLYGON (((4290060.31069612 7161150.02781065, 4290061.91220819 7161149.42474557, 4290061.31081306 7161147.83648894, 4290059.72625442 7161148.43928733, 4290060.31069612 7161150.02781065)))"
1532,71:28:010508:65,"MULTIPOLYGON (((4291543.6710667 7165176.92624672, 4291553.59771299 7165179.1660965, 4291555.45138037 7165170.87190883, 4291545.52501324 7165168.6490649, 4291543.6710667 7165176.92624672)))"
1533,71:28:010109:243,"MULTIPOLYGON (((4291568.73629 7165111.99164431, 4291578.66313071 7165114.24844591, 4291579.00397817 7165114.34505423, 4291581.27005919 7165104.24179295, 4291571.01934507 7165101.88811898, 4291570.60715714 7165103.71425471, 4291568.73629 7165111.99164431)))"
1534,71:11:020101:947,"MULTIPOLYGON (((4289820.72362903 7158060.56403112, 4289822.06216468 7158061.61342721, 4289823.10911531 7158060.27176516, 4289821.77057975 7158059.22236941, 4289820.72362903 7158060.56403112)), ((4289812.43647726 7158072.6211851, 4289813.77501388 7158073.6705842, 4289814.80502092 7158072.32918694, 4289813.4664844 7158071.2797882, 4289812.43647726 7158072.6211851)), ((4290188.24520286 7161176.55392916, 4290189.91114127 7161176.8166674, 4290190.17300145 7161175.12984845, 4290188.50706338 7161174.86711032, 4290188.24520286 7161176.55392916)))"
1535,71:11:020101:870,"MULTIPOLYGON (((4288854.04307034 7161193.25033743, 4289075.1445023 7161191.76082285, 4289213.89807792 7161035.11224595, 4289266.56991306 7160922.94569815, 4289319.22779948 7160770.72072868, 4289362.32578536 7160629.74594605, 4289384.79031948 7160456.29474177, 4289400.97069426 7160411.90487641, 4289409.42201979 7160350.26696249, 4289454.49365735 7160207.80669556, 4289501.57399516 7160047.45601312, 4289562.20881878 7159835.48886565, 4289615.42449287 7159653.53491004, 4289715.17745329 7159314.09391457, 4289747.25954476 7159200.40174253, 4289787.48419703 7159064.28928453, 4289820.10519111 7158946.15696498, 4289849.23720476 7158822.86447211, 4289873.5714257 7158686.58248495, 4289900.54093286 7158532.40352198, 4289925.57314456 7158384.49354896, 4289946.66186922 7158264.15609228, 4289968.27877068 7158137.52563283, 4289904.2045842 7158138.61639787, 4289868.43025396 7158319.38058531, 4289778.9715194 7158770.83287578, 4289745.5260351 7158936.07747132, 4289556.22978364 7159562.69616322, 4289465.44858744 7159889.88851345, 4289403.54852584 7160135.1517167, 4289344.71033939 7160342.04995428, 4289335.94123855 7160494.49907241, 4289332.51905771 7160649.51891616, 4289328.2601827 7160682.04753675, 4289311.21270301 7160687.08969778, 4289301.01590691 7160669.25033557, 4289308.14978461 7160457.37328923, 4289324.09952138 7160314.16004589, 4289425.87905162 7159957.60064208, 4289518.93583689 7159609.80809211, 4289649.79004435 7159164.13720907, 4289723.95107105 7158922.31213138, 4289811.06701392 7158492.04266391, 4289859.0056517 7158253.17947668, 4289880.77072659 7158139.20499953, 4289783.11693343 7158257.61487288, 4289682.83110007 7158332.43384101, 4289475.52074301 7158449.19558521, 4289276.17184814 7158563.79026869, 4289122.99778878 7158650.20318438, 4289005.84399375 7158748.66078766, 4288960.72155884 7158942.49423351, 4288964.95914108 7159158.97929892, 4289008.30372016 7159541.31007478, 4289029.38078346 7159756.85228823, 4289051.86030257 7159916.2802358, 4288983.42111863 7160150.71514827, 4288930.83445112 7160359.09377398, 4288891.81290094 7160585.17975493, 4288857.23914075 7160879.61257468, 4288978.40806035 7160884.83030572, 4288979.88281864 7161047.73570806, 4288846.8387679 7161047.818681, 4288839.05857252 7161094.00085007, 4288854.04307034 7161193.25033743), (4289700.57785824 7158444.31331958, 4289697.00377625 7158437.96367229, 4289703.50809834 7158434.37858931, 4289707.08218388 7158440.72823075, 4289700.57785824 7158444.31331958), (4289035.66368036 7159674.41932831, 4289032.27304675 7159672.24599163, 4289034.44132081 7159668.84744349, 4289037.83221709 7159671.03776793, 4289035.66368036 7159674.41932831), (4289145.41857221 7158731.66818621, 4289141.86148644 7158725.3008026, 4289148.36629929 7158721.7160447, 4289151.92338863 7158728.08342247, 4289145.41857221 7158731.66818621), (4289206.08270551 7159418.76297572, 4289202.70539086 7159416.35167051, 4289205.11477321 7159413.20431869, 4289208.25109977 7159415.3814784, 4289206.08270551 7159418.76297572), (4289918.34464758 7158330.86470795, 4289914.80380708 7158324.48074591, 4289921.30820138 7158320.91252243, 4289924.86572722 7158327.27922596, 4289918.34464758 7158330.86470795), (4289901.16516169 7158377.02680096, 4289896.56937554 7158371.474915, 4289902.12898399 7158367.10594747, 4289906.96229782 7158372.67109031, 4289901.16516169 7158377.02680096), (4289547.12138309 7158907.22261266, 4289543.98490247 7158905.02873842, 4289546.15618764 7158901.85122436, 4289549.30988058 7158904.06181959, 4289547.12138309 7158907.22261266), (4289415.65434969 7158592.33155505, 4289412.09711094 7158585.96440653, 4289418.61863302 7158582.3792252, 4289422.15892766 7158588.74663281, 4289415.65434969 7158592.33155505), (4289376.74154717 7159162.88642823, 4289373.33382837 7159160.69665375, 4289375.52272929 7159157.55279549, 4289378.89602096 7159159.70912091, 4289376.74154717 7159162.88642823), (4289720.40972933 7158647.45669836, 4289717.25662199 7158645.2802174, 4289719.44153492 7158641.89864648, 4289722.57742872 7158644.05840385, 4289720.40972933 7158647.45669836)))"
1536,71:11:020101:935,"MULTIPOLYGON (((4290162.07865919 7161050.83210546, 4290187.79870098 7161047.33410585, 4290183.58528073 7161027.32733316, 4290159.33754393 7161030.6321864, 4290162.07865919 7161050.83210546)))"
